Entity,Code,Year,Average annual working hours per worker
Colombia,COL,2008,2080.9419
Colombia,COL,2009,2049.5647
Colombia,COL,2010,2039.0653
Colombia,COL,2011,2040.173
Colombia,COL,2012,2021.057
Colombia,COL,2013,2000.6594
Colombia,COL,2014,1991.9746
Colombia,COL,2015,1997.748
Colombia,COL,2016,1997.748
Colombia,COL,2017,1997.748
Costa Rica,CRI,1987,2371.7446
Costa Rica,CRI,1988,2351.5657
Costa Rica,CRI,1989,2313.1028
Costa Rica,CRI,1990,2363.5396
Costa Rica,CRI,1991,2278.2588
Costa Rica,CRI,1992,2364.5488
Costa Rica,CRI,1993,2352.4185
Costa Rica,CRI,1994,2376.1067
Costa Rica,CRI,1995,2350.7129
Costa Rica,CRI,1996,2392.572
Costa Rica,CRI,1997,2371.2124
Costa Rica,CRI,1998,2362.2837
Costa Rica,CRI,1999,2376.1733
Costa Rica,CRI,2000,2367.5845
Costa Rica,CRI,2001,2335.0432
Costa Rica,CRI,2002,2362.696
Costa Rica,CRI,2003,2356.135
Costa Rica,CRI,2004,2375.4021
Costa Rica,CRI,2005,2357.8464
Costa Rica,CRI,2006,2365.613
Costa Rica,CRI,2007,2392.5747
Costa Rica,CRI,2008,2397.8833
Costa Rica,CRI,2009,2354.2432
Costa Rica,CRI,2010,2249.2654
Costa Rica,CRI,2011,2289.8872
Costa Rica,CRI,2012,2242.5991
Costa Rica,CRI,2013,2156.5581
Costa Rica,CRI,2014,2135.5332
Costa Rica,CRI,2015,2156.9102
Costa Rica,CRI,2016,2212.3835
Costa Rica,CRI,2017,2212.3835
Croatia,HRV,1995,1923.7113
Croatia,HRV,1996,1923.6965
Croatia,HRV,1997,1923.7584
Croatia,HRV,1998,1923.6672
Croatia,HRV,1999,1923.6639
Croatia,HRV,2000,1922.1008
Croatia,HRV,2001,1923.392
Croatia,HRV,2002,1923.6655
Croatia,HRV,2003,1924.7465
Croatia,HRV,2004,1926.585
Croatia,HRV,2005,1926.5166
Croatia,HRV,2006,1928.6445
Croatia,HRV,2007,1930.6725
Croatia,HRV,2008,1932.2271
Croatia,HRV,2009,1928.8942
Croatia,HRV,2010,1942.9996
Croatia,HRV,2011,1940.2762
Croatia,HRV,2012,1923.3143
Croatia,HRV,2013,1909.4851
Croatia,HRV,2014,1891.6031
Croatia,HRV,2015,1827.651
Croatia,HRV,2016,1834.9327
Croatia,HRV,2017,1834.9327
Cyprus,CYP,1995,1899.5675
Cyprus,CYP,1996,1898.6017
Cyprus,CYP,1997,1906.274
Cyprus,CYP,1998,1912.542
Cyprus,CYP,1999,1919.7133
Cyprus,CYP,2000,1926.3883
Cyprus,CYP,2001,1950.894
Cyprus,CYP,2002,1923.2074
Cyprus,CYP,2003,1916.0952
Cyprus,CYP,2004,1878.5951
Cyprus,CYP,2005,1847.3258
Cyprus,CYP,2006,1832.9028
Cyprus,CYP,2007,1862.1289
Cyprus,CYP,2008,1882.5011
Cyprus,CYP,2009,1870.2334
Cyprus,CYP,2010,1856.2478
Cyprus,CYP,2011,1841.4391
Cyprus,CYP,2012,1834.7371
Cyprus,CYP,2013,1804.8607
Cyprus,CYP,2014,1792.988
Cyprus,CYP,2015,1789.7061
Cyprus,CYP,2016,1783.5206
Cyprus,CYP,2017,1783.5206
Czechia,CZE,1993,1856.9045
Czechia,CZE,1994,1838.9045
Czechia,CZE,1995,1857.9026
Czechia,CZE,1996,1852.5775
Czechia,CZE,1997,1857.7623
Czechia,CZE,1998,1877.4183
Czechia,CZE,1999,1893.5347
Czechia,CZE,2000,1895.5621
Czechia,CZE,2001,1818.3157
Czechia,CZE,2002,1816.5702
Czechia,CZE,2003,1806.224
Czechia,CZE,2004,1817.061
Czechia,CZE,2005,1816.9883
Czechia,CZE,2006,1799.1667
Czechia,CZE,2007,1784.3645
Czechia,CZE,2008,1789.5405
Czechia,CZE,2009,1778.767
Czechia,CZE,2010,1799.5005
Czechia,CZE,2011,1805.6233
Czechia,CZE,2012,1776.1244
Czechia,CZE,2013,1763.0048
Czechia,CZE,2014,1776.7375
Czechia,CZE,2015,1756.161
Czechia,CZE,2016,1778.3971
Czechia,CZE,2017,1776.162
Denmark,DNK,1870,3434
Denmark,DNK,1880,3172
Denmark,DNK,1890,2933
Denmark,DNK,1900,2742
Denmark,DNK,1913,2731
Denmark,DNK,1929,2301
Denmark,DNK,1938,2203
Denmark,DNK,1950,2049.3193
Denmark,DNK,1951,2034.866
Denmark,DNK,1952,2020.5145
Denmark,DNK,1953,2006.2643
Denmark,DNK,1954,1992.1145
Denmark,DNK,1955,1978.0645
Denmark,DNK,1956,1964.1136
Denmark,DNK,1957,1950.2611
Denmark,DNK,1958,1936.5063
Denmark,DNK,1959,1922.8485
Denmark,DNK,1960,1909.2871
Denmark,DNK,1961,1921.2317
Denmark,DNK,1962,1933.251
Denmark,DNK,1963,1945.3456
Denmark,DNK,1964,1957.5157
Denmark,DNK,1965,1969.7621
Denmark,DNK,1966,1982.085
Denmark,DNK,1967,1953.991
Denmark,DNK,1968,1909.151
Denmark,DNK,1969,1869.584
Denmark,DNK,1970,1845.3879
Denmark,DNK,1971,1809.767
Denmark,DNK,1972,1751.8619
Denmark,DNK,1973,1709.757
Denmark,DNK,1974,1691.369
Denmark,DNK,1975,1616.66
Denmark,DNK,1976,1623.5317
Denmark,DNK,1977,1598.6395
Denmark,DNK,1978,1575.3319
Denmark,DNK,1979,1563.6945
Denmark,DNK,1980,1577.5864
Denmark,DNK,1981,1546.246
Denmark,DNK,1982,1552.7933
Denmark,DNK,1983,1545.7714
Denmark,DNK,1984,1540.6416
Denmark,DNK,1985,1527.7089
Denmark,DNK,1986,1530.6967
Denmark,DNK,1987,1492.7634
Denmark,DNK,1988,1471.0034
Denmark,DNK,1989,1455.0714
Denmark,DNK,1990,1440.549
Denmark,DNK,1991,1437.0579
Denmark,DNK,1992,1452.6305
Denmark,DNK,1993,1449.0786
Denmark,DNK,1994,1406.5643
Denmark,DNK,1995,1419.1543
Denmark,DNK,1996,1412.2479
Denmark,DNK,1997,1428.3137
Denmark,DNK,1998,1441.1987
Denmark,DNK,1999,1456.3748
Denmark,DNK,2000,1466.0171
Denmark,DNK,2001,1468.9253
Denmark,DNK,2002,1462.6897
Denmark,DNK,2003,1457.644
Denmark,DNK,2004,1458.1553
Denmark,DNK,2005,1451.4474
Denmark,DNK,2006,1455.6711
Denmark,DNK,2007,1432.9716
Denmark,DNK,2008,1429.9916
Denmark,DNK,2009,1417.2021
Denmark,DNK,2010,1422.235
Denmark,DNK,2011,1436.7894
Denmark,DNK,2012,1423.2501
Denmark,DNK,2013,1425.8413
Denmark,DNK,2014,1414.1547
Denmark,DNK,2015,1412.2715
Denmark,DNK,2016,1408.9635
Denmark,DNK,2017,1400.3815
Ecuador,ECU,1995,1943
Ecuador,ECU,1996,1936.3103
Ecuador,ECU,1997,1929.6437
Ecuador,ECU,1998,1923
Ecuador,ECU,1999,1788.7039
Ecuador,ECU,2000,1799.7212
Ecuador,ECU,2001,1810.8064
Ecuador,ECU,2002,1821.9598
Ecuador,ECU,2003,1833.1821
Ecuador,ECU,2004,1772.0262
Ecuador,ECU,2005,1804.7694
Ecuador,ECU,2006,1772.748
Ecuador,ECU,2007,1792.0309
Ecuador,ECU,2008,1845.9872
Ecuador,ECU,2009,1825.0427
Ecuador,ECU,2010,1827.7772
Ecuador,ECU,2011,1799.3361
Ecuador,ECU,2012,1775.9338
Ecuador,ECU,2013,1780.7534
Ecuador,ECU,2014,1733.5585
Ecuador,ECU,2015,1701.3558
Ecuador,ECU,2016,1701.3558
Ecuador,ECU,2017,1701.3558
Estonia,EST,1995,1983.2291
Estonia,EST,1996,1982.2822
Estonia,EST,1997,1980.5514
Estonia,EST,1998,1980.1615
Estonia,EST,1999,1977.345
Estonia,EST,2000,1977.8729
Estonia,EST,2001,1970.4961
Estonia,EST,2002,1972.6899
Estonia,EST,2003,1978.3347
Estonia,EST,2004,1986.4607
Estonia,EST,2005,2008.3733
Estonia,EST,2006,2000.9904
Estonia,EST,2007,1998.4846
Estonia,EST,2008,1967.7698
Estonia,EST,2009,1832.1401
Estonia,EST,2010,1874.7017
Estonia,EST,2011,1918.863
Estonia,EST,2012,1885.6866
Estonia,EST,2013,1865.8429
Estonia,EST,2014,1859.4319
Estonia,EST,2015,1851.6166
Estonia,EST,2016,1855.1993
Estonia,EST,2017,1856.6827
Finland,FIN,1950,2053.0676
Finland,FIN,1951,2053.6721
Finland,FIN,1952,2054.2769
Finland,FIN,1953,2054.8816
Finland,FIN,1954,2055.4866
Finland,FIN,1955,2056.0918
Finland,FIN,1956,2056.6973
Finland,FIN,1957,2057.303
Finland,FIN,1958,2057.9087
Finland,FIN,1959,2058.5146
Finland,FIN,1960,2059.1208
Finland,FIN,1961,2058.1216
Finland,FIN,1962,2051.1282
Finland,FIN,1963,2047.1317
Finland,FIN,1964,2073.1079
Finland,FIN,1965,2073.1079
Finland,FIN,1966,2048.1309
Finland,FIN,1967,2031.1464
Finland,FIN,1968,2015.1609
Finland,FIN,1969,1996.1782
Finland,FIN,1970,1980.1927
Finland,FIN,1971,1945.2208
Finland,FIN,1972,1929.2358
Finland,FIN,1973,1913.2528
Finland,FIN,1974,1907.2559
Finland,FIN,1975,1899.1428
Finland,FIN,1976,1896.1288
Finland,FIN,1977,1887.8368
Finland,FIN,1978,1893.2559
Finland,FIN,1979,1869.1428
Finland,FIN,1980,1849.1888
Finland,FIN,1981,1854.7941
Finland,FIN,1982,1840.2738
Finland,FIN,1983,1822.6447
Finland,FIN,1984,1813.7013
Finland,FIN,1985,1813.3021
Finland,FIN,1986,1792.5872
Finland,FIN,1987,1798.1265
Finland,FIN,1988,1806.1799
Finland,FIN,1989,1802.1422
Finland,FIN,1990,1769.1191
Finland,FIN,1991,1747.4368
Finland,FIN,1992,1752.7573
Finland,FIN,1993,1755.3395
Finland,FIN,1994,1774.8427
Finland,FIN,1995,1776.0518
Finland,FIN,1996,1774.892
Finland,FIN,1997,1764.725
Finland,FIN,1998,1754.3972
Finland,FIN,1999,1757.2578
Finland,FIN,2000,1742.0702
Finland,FIN,2001,1722.5939
Finland,FIN,2002,1713.7766
Finland,FIN,2003,1705.2792
Finland,FIN,2004,1707.3223
Finland,FIN,2005,1697.0879
Finland,FIN,2006,1692.9031
Finland,FIN,2007,1691.4915
Finland,FIN,2008,1684.5125
Finland,FIN,2009,1660.6558
Finland,FIN,2010,1667.7671
Finland,FIN,2011,1662.4528
Finland,FIN,2012,1650.2601
Finland,FIN,2013,1639.5857
Finland,FIN,2014,1636.3311
Finland,FIN,2015,1637.1949
Finland,FIN,2016,1634.7594
Finland,FIN,2017,1659.2806
France,FRA,1870,3168
France,FRA,1880,3165
France,FRA,1890,3119
France,FRA,1900,3115
France,FRA,1913,2933
France,FRA,1929,2198
France,FRA,1938,1760
France,FRA,1950,2193.3167
France,FRA,1951,2214.5217
France,FRA,1952,2197.8145
France,FRA,1953,2179.0027
France,FRA,1954,2193.688
France,FRA,1955,2179.0168
France,FRA,1956,2130.4902
France,FRA,1957,2107.1709
France,FRA,1958,2096.4814
France,FRA,1959,2100.0859
France,FRA,1960,2111.6116
France,FRA,1961,2091.9858
France,FRA,1962,2107.4983
France,FRA,1963,2093.7288
France,FRA,1964,2103.751
France,FRA,1965,2092.967
France,FRA,1966,2087.1069
France,FRA,1967,2055.8035
France,FRA,1968,2034.2684
France,FRA,1969,1964.4453
France,FRA,1970,1948.2301
France,FRA,1971,1947.8167
France,FRA,1972,1898.0906
France,FRA,1973,1884.4604
France,FRA,1974,1854.7511
France,FRA,1975,1830.1531
France,FRA,1976,1856.8257
France,FRA,1977,1819.907
France,FRA,1978,1789.7493
France,FRA,1979,1787.0199
France,FRA,1980,1778.8678
France,FRA,1981,1759.6193
France,FRA,1982,1687.9171
France,FRA,1983,1670.7448
France,FRA,1984,1664.9539
France,FRA,1985,1630.4366
France,FRA,1986,1626.7152
France,FRA,1987,1638.9984
France,FRA,1988,1648.225
France,FRA,1989,1633.6821
France,FRA,1990,1629.0961
France,FRA,1991,1622.6208
France,FRA,1992,1621.5667
France,FRA,1993,1614.0789
France,FRA,1994,1611.6461
France,FRA,1995,1590.6832
France,FRA,1996,1587.0975
France,FRA,1997,1585.5039
France,FRA,1998,1575.7279
France,FRA,1999,1569.4343
France,FRA,2000,1549.965
France,FRA,2001,1530.4617
France,FRA,2002,1497.3385
France,FRA,2003,1502.0975
France,FRA,2004,1525.9967
France,FRA,2005,1527.3717
France,FRA,2006,1510.6074
France,FRA,2007,1530.0048
France,FRA,2008,1537.7621
France,FRA,2009,1521.2759
France,FRA,2010,1527.9509
France,FRA,2011,1534.6066
France,FRA,2012,1528.8926
France,FRA,2013,1513.8743
France,FRA,2014,1508.9885
France,FRA,2015,1509.4127
France,FRA,2016,1502.7285
France,FRA,2017,1514.1371
Germany,DEU,1870,3284
Germany,DEU,1880,3223
Germany,DEU,1890,3108
Germany,DEU,1900,3056
Germany,DEU,1913,2723
Germany,DEU,1929,2128
Germany,DEU,1938,2187
Germany,DEU,1950,2427.4287
Germany,DEU,1951,2401.5952
Germany,DEU,1952,2376.0369
Germany,DEU,1953,2350.7505
Germany,DEU,1954,2325.7332
Germany,DEU,1955,2300.9822
Germany,DEU,1956,2276.4944
Germany,DEU,1957,2252.2673
Germany,DEU,1958,2228.2981
Germany,DEU,1959,2204.584
Germany,DEU,1960,2181.1223
Germany,DEU,1961,2154.5046
Germany,DEU,1962,2117.4016
Germany,DEU,1963,2086.9526
Germany,DEU,1964,2098.4468
Germany,DEU,1965,2084.2305
Germany,DEU,1966,2057.9155
Germany,DEU,1967,2020.2074
Germany,DEU,1968,2007.7052
Germany,DEU,1969,1987.9437
Germany,DEU,1970,1972.5177
Germany,DEU,1971,1940.5565
Germany,DEU,1972,1915.4514
Germany,DEU,1973,1884.9017
Germany,DEU,1974,1851.6299
Germany,DEU,1975,1811.9053
Germany,DEU,1976,1824.3066
Germany,DEU,1977,1806.2542
Germany,DEU,1978,1787.1987
Germany,DEU,1979,1775.1637
Germany,DEU,1980,1756.1083
Germany,DEU,1981,1734.0441
Germany,DEU,1982,1723.012
Germany,DEU,1983,1709.974
Germany,DEU,1984,1698.942
Germany,DEU,1985,1675.8749
Germany,DEU,1986,1656.8195
Germany,DEU,1987,1633.7523
Germany,DEU,1988,1628.7378
Germany,DEU,1989,1605.6707
Germany,DEU,1990,1582.6035
Germany,DEU,1991,1553.5189
Germany,DEU,1992,1564.7155
Germany,DEU,1993,1541.5763
Germany,DEU,1994,1537.2506
Germany,DEU,1995,1527.9783
Germany,DEU,1996,1510.4954
Germany,DEU,1997,1499.6443
Germany,DEU,1998,1493.5819
Germany,DEU,1999,1478.722
Germany,DEU,2000,1452.0129
Germany,DEU,2001,1441.9102
Germany,DEU,2002,1430.8605
Germany,DEU,2003,1424.7449
Germany,DEU,2004,1422.2234
Germany,DEU,2005,1411.28
Germany,DEU,2006,1424.6752
Germany,DEU,2007,1424.3522
Germany,DEU,2008,1418.3964
Germany,DEU,2009,1372.7135
Germany,DEU,2010,1389.8829
Germany,DEU,2011,1392.8134
Germany,DEU,2012,1375.0267
Germany,DEU,2013,1362.6976
Germany,DEU,2014,1367.0791
Germany,DEU,2015,1368.1069
Germany,DEU,2016,1358.5865
Germany,DEU,2017,1353.8868
Greece,GRC,1951,2312.5513
Greece,GRC,1952,2302.988
Greece,GRC,1953,2293.4646
Greece,GRC,1954,2283.9802
Greece,GRC,1955,2274.5352
Greece,GRC,1956,2265.1292
Greece,GRC,1957,2255.762
Greece,GRC,1958,2246.4338
Greece,GRC,1959,2237.144
Greece,GRC,1960,2227.8926
Greece,GRC,1961,2217.9907
Greece,GRC,1962,2208.1328
Greece,GRC,1963,2198.3188
Greece,GRC,1964,2188.5483
Greece,GRC,1965,2178.8215
Greece,GRC,1966,2169.1377
Greece,GRC,1967,2159.4968
Greece,GRC,1968,2149.8992
Greece,GRC,1969,2140.3438
Greece,GRC,1970,2098.6428
Greece,GRC,1971,2099.6047
Greece,GRC,1972,2101.0935
Greece,GRC,1973,2102.5459
Greece,GRC,1974,2103.9597
Greece,GRC,1975,2105.3333
Greece,GRC,1976,2106.6653
Greece,GRC,1977,2107.9543
Greece,GRC,1978,2109.6099
Greece,GRC,1979,2111.0493
Greece,GRC,1980,2111.6992
Greece,GRC,1981,2111.7839
Greece,GRC,1982,2111.3945
Greece,GRC,1983,2108.8662
Greece,GRC,1984,2108.4956
Greece,GRC,1985,2107.4692
Greece,GRC,1986,2107.8125
Greece,GRC,1987,2110.0713
Greece,GRC,1988,2107.2549
Greece,GRC,1989,2109.304
Greece,GRC,1990,2111.6228
Greece,GRC,1991,2112.8909
Greece,GRC,1992,2112.8689
Greece,GRC,1993,2112.1438
Greece,GRC,1994,2110.1987
Greece,GRC,1995,2110.7063
Greece,GRC,1996,2109.4004
Greece,GRC,1997,2107.9448
Greece,GRC,1998,2108.4343
Greece,GRC,1999,2104.8523
Greece,GRC,2000,2107.6384
Greece,GRC,2001,2101.1304
Greece,GRC,2002,2093.2151
Greece,GRC,2003,2091.4788
Greece,GRC,2004,2082.5518
Greece,GRC,2005,2136.239
Greece,GRC,2006,2125.3364
Greece,GRC,2007,2110.9885
Greece,GRC,2008,2106.26
Greece,GRC,2009,2081.2117
Greece,GRC,2010,2019.5708
Greece,GRC,2011,2037.7003
Greece,GRC,2012,2055.374
Greece,GRC,2013,2059.22
Greece,GRC,2014,2020.8816
Greece,GRC,2015,2031.1405
Greece,GRC,2016,2030.0905
Greece,GRC,2017,2016.8954
Hong Kong,HKG,1960,2722.3655
Hong Kong,HKG,1961,2702.0603
Hong Kong,HKG,1962,2681.9063
Hong Kong,HKG,1963,2661.9028
Hong Kong,HKG,1964,2642.0486
Hong Kong,HKG,1965,2622.3423
Hong Kong,HKG,1966,2602.783
Hong Kong,HKG,1967,2583.3696
Hong Kong,HKG,1968,2564.1011
Hong Kong,HKG,1969,2544.9761
Hong Kong,HKG,1970,2525.9939
Hong Kong,HKG,1971,2527.0503
Hong Kong,HKG,1972,2525.5298
Hong Kong,HKG,1973,2523.8738
Hong Kong,HKG,1974,2522.0754
Hong Kong,HKG,1975,2520.2058
Hong Kong,HKG,1976,2518.0522
Hong Kong,HKG,1977,2508.3438
Hong Kong,HKG,1978,2498.8701
Hong Kong,HKG,1979,2490.3911
Hong Kong,HKG,1980,2479.3877
Hong Kong,HKG,1981,2466.1563
Hong Kong,HKG,1982,2441.6013
Hong Kong,HKG,1983,2410.731
Hong Kong,HKG,1984,2381.7666
Hong Kong,HKG,1985,2356.0828
Hong Kong,HKG,1986,2360.2485
Hong Kong,HKG,1987,2324.3062
Hong Kong,HKG,1988,2372.4387
Hong Kong,HKG,1989,2314.0313
Hong Kong,HKG,1990,2278.522
Hong Kong,HKG,1991,2309.9045
Hong Kong,HKG,1992,2224.1714
Hong Kong,HKG,1993,2287.9592
Hong Kong,HKG,1994,2291.9285
Hong Kong,HKG,1995,2254.8499
Hong Kong,HKG,1996,2304.2678
Hong Kong,HKG,1997,2257.8132
Hong Kong,HKG,1998,2259.1528
Hong Kong,HKG,1999,2301.9258
Hong Kong,HKG,2000,2330.667
Hong Kong,HKG,2001,2326.3577
Hong Kong,HKG,2002,2343.4309
Hong Kong,HKG,2003,2330.8987
Hong Kong,HKG,2004,2354.375
Hong Kong,HKG,2005,2346.386
Hong Kong,HKG,2006,2315.4949
Hong Kong,HKG,2007,2327.78
Hong Kong,HKG,2008,2277.0227
Hong Kong,HKG,2009,2251.9988
Hong Kong,HKG,2010,2302.0801
Hong Kong,HKG,2011,2256.7612
Hong Kong,HKG,2012,2235.5942
Hong Kong,HKG,2013,2225.4138
Hong Kong,HKG,2014,2175.2473
Hong Kong,HKG,2015,2185.5789
Hong Kong,HKG,2016,2185.5789
Hong Kong,HKG,2017,2185.5789
Hungary,HUN,1980,2193.4773
Hungary,HUN,1981,2192.4775
Hungary,HUN,1982,2099.4998
Hungary,HUN,1983,2079.5046
Hungary,HUN,1984,2007.5217
Hungary,HUN,1985,1980.5281
Hungary,HUN,1986,1971.5303
Hungary,HUN,1987,2015.5198
Hungary,HUN,1988,2009.5212
Hungary,HUN,1989,1984.5272
Hungary,HUN,1990,1944.5367
Hungary,HUN,1991,1912.5443
Hungary,HUN,1992,1869.5546
Hungary,HUN,1993,1869.5546
Hungary,HUN,1994,2000.5233
Hungary,HUN,1995,2005.5222
Hungary,HUN,1996,1999.5793
Hungary,HUN,1997,2023.4016
Hungary,HUN,1998,2022.8932
Hungary,HUN,1999,2040.071
Hungary,HUN,2000,2032.8467
Hungary,HUN,2001,1993.3213
Hungary,HUN,2002,2005.2568
Hungary,HUN,2003,1978.1667
Hungary,HUN,2004,1986.1238
Hungary,HUN,2005,1986.9038
Hungary,HUN,2006,1983.4768
Hungary,HUN,2007,1978.6354
Hungary,HUN,2008,1981.7538
Hungary,HUN,2009,1963.0601
Hungary,HUN,2010,1956.1836
Hungary,HUN,2011,1948.6782
Hungary,HUN,2012,1926.5392
Hungary,HUN,2013,1920.5334
Hungary,HUN,2014,1928.3038
Hungary,HUN,2015,1923.7209
Hungary,HUN,2016,1937.3325
Hungary,HUN,2017,1937.3325
Iceland,ISL,1964,2144.7549
Iceland,ISL,1965,2121.4031
Iceland,ISL,1966,2109.0615
Iceland,ISL,1967,2073.1609
Iceland,ISL,1968,2025.9136
Iceland,ISL,1969,1997.3276
Iceland,ISL,1970,1979.8445
Iceland,ISL,1971,1941.3549
Iceland,ISL,1972,1908.254
Iceland,ISL,1973,1890.8378
Iceland,ISL,1974,1866.0885
Iceland,ISL,1975,1841.3087
Iceland,ISL,1976,1813.778
Iceland,ISL,1977,1771.6417
Iceland,ISL,1978,1733.0608
Iceland,ISL,1979,1720.1718
Iceland,ISL,1980,1710.0775
Iceland,ISL,1981,1703.6434
Iceland,ISL,1982,1706.3849
Iceland,ISL,1983,1706.3986
Iceland,ISL,1984,1704.5583
Iceland,ISL,1985,1703.6495
Iceland,ISL,1986,1696.3209
Iceland,ISL,1987,1694.4543
Iceland,ISL,1988,1701.8008
Iceland,ISL,1989,1697.2434
Iceland,ISL,1990,1687.1472
Iceland,ISL,1991,1690.7538
Iceland,ISL,1992,1690.7538
Iceland,ISL,1993,1705.9176
Iceland,ISL,1994,1677.275
Iceland,ISL,1995,1663.7961
Iceland,ISL,1996,1681.4872
Iceland,ISL,1997,1706.76
Iceland,ISL,1998,1687.3842
Iceland,ISL,1999,1667.1659
Iceland,ISL,2000,1718.554
Iceland,ISL,2001,1729.5055
Iceland,ISL,2002,1694.9659
Iceland,ISL,2003,1661.2688
Iceland,ISL,2004,1668.0083
Iceland,ISL,2005,1659.584
Iceland,ISL,2006,1649.4749
Iceland,ISL,2007,1627.5717
Iceland,ISL,2008,1629.2566
Iceland,ISL,2009,1549.0085
Iceland,ISL,2010,1542.5016
Iceland,ISL,2011,1548.2521
Iceland,ISL,2012,1523.7321
Iceland,ISL,2013,1521.8097
Iceland,ISL,2014,1509.6294
Iceland,ISL,2015,1509.1685
Iceland,ISL,2016,1493.3651
Iceland,ISL,2017,1493.3651
India,IND,1970,2077.3308
India,IND,1971,2077.0852
India,IND,1972,2076.5603
India,IND,1973,2074.8291
India,IND,1974,2072.3657
India,IND,1975,2069.9565
India,IND,1976,2067.1599
India,IND,1977,2065.3796
India,IND,1978,2064.4177
India,IND,1979,2064.2246
India,IND,1980,2064.0278
India,IND,1981,2063.623
India,IND,1982,2064.1531
India,IND,1983,2065.1204
India,IND,1984,2066.7083
India,IND,1985,2068.6077
India,IND,1986,2070.5779
India,IND,1987,2072.2705
India,IND,1988,2075.0774
India,IND,1989,2078.1321
India,IND,1990,2078.4795
India,IND,1991,2079.3042
India,IND,1992,2076.9104
India,IND,1993,2075.8694
India,IND,1994,2075.6873
India,IND,1995,2077.0972
India,IND,1996,2079.8303
India,IND,1997,2079.3826
India,IND,1998,2080.7412
India,IND,1999,2082.6938
India,IND,2000,2086.6284
India,IND,2001,2086.7727
India,IND,2002,2088.8936
India,IND,2003,2091.9958
India,IND,2004,2095.7783
India,IND,2005,2096.916
